respID,qID,profileID,altID,obsID,choice,time_sec_p1,ownhome,time_sec_p2,time_sec_p3,induction,heatingeff,carbon,oftencook,utility,yearOfBirth,gender,race,raceOther,education,income,zipcode,age_in_years,feedback,time_min_total,Cooktop_Type,final_cost_price,Average_annual_usage_Cost,number_of_burners
1,1,217,1,1,1,7,1,167,51,Yes,Concerned,Concerned,often,gas,1984,female,asian,NA,degree_bs,under10,47130,39,NA,3.75,Gas,500,50,5
1,1,89,2,1,0,7,1,167,51,Yes,Concerned,Concerned,often,gas,1984,female,asian,NA,degree_bs,under10,47130,39,NA,3.75,Electric,1500,90,3
1,1,84,3,1,0,7,1,167,51,Yes,Concerned,Concerned,often,gas,1984,female,asian,NA,degree_bs,under10,47130,39,NA,3.75,Induction,1100,90,3
1,2,4,1,2,0,7,1,167,51,Yes,Concerned,Concerned,often,gas,1984,female,asian,NA,degree_bs,under10,47130,39,NA,3.75,Gas,700,50,3
1,2,158,2,2,0,7,1,167,51,Yes,Concerned,Concerned,often,gas,1984,female,asian,NA,degree_bs,under10,47130,39,NA,3.75,Electric,1300,70,4
1,2,219,3,2,1,7,1,167,51,Yes,Concerned,Concerned,often,gas,1984,female,asian,NA,degree_bs,under10,47130,39,NA,3.75,Induction,500,50,5
1,3,223,1,3,0,7,1,167,51,Yes,Concerned,Concerned,often,gas,1984,female,asian,NA,degree_bs,under10,47130,39,NA,3.75,Gas,900,50,5
1,3,182,2,3,0,7,1,167,51,Yes,Concerned,Concerned,often,gas,1984,female,asian,NA,degree_bs,under10,47130,39,NA,3.75,Electric,500,90,4
1,3,222,3,3,1,7,1,167,51,Yes,Concerned,Concerned,often,gas,1984,female,asian,NA,degree_bs,under10,47130,39,NA,3.75,Induction,700,50,5
1,4,184,1,4,1,7,1,167,51,Yes,Concerned,Concerned,often,gas,1984,female,asian,NA,degree_bs,under10,47130,39,NA,3.75,Gas,700,90,4
1,4,98,2,4,0,7,1,167,51,Yes,Concerned,Concerned,often,gas,1984,female,asian,NA,degree_bs,under10,47130,39,NA,3.75,Electric,900,100,3
1,4,309,3,4,0,7,1,167,51,Yes,Concerned,Concerned,often,gas,1984,female,asian,NA,degree_bs,under10,47130,39,NA,3.75,Induction,500,100,5
1,5,244,1,5,0,7,1,167,51,Yes,Concerned,Concerned,often,gas,1984,female,asian,NA,degree_bs,under10,47130,39,NA,3.75,Gas,1100,60,5
1,5,260,2,5,1,7,1,167,51,Yes,Concerned,Concerned,often,gas,1984,female,asian,NA,degree_bs,under10,47130,39,NA,3.75,Electric,900,70,5
1,5,63,3,5,0,7,1,167,51,Yes,Concerned,Concerned,often,gas,1984,female,asian,NA,degree_bs,under10,47130,39,NA,3.75,Induction,900,80,3
1,6,271,1,6,0,7,1,167,51,Yes,Concerned,Concerned,often,gas,1984,female,asian,NA,degree_bs,under10,47130,39,NA,3.75,Gas,500,80,5
1,6,77,2,6,0,7,1,167,51,Yes,Concerned,Concerned,often,gas,1984,female,asian,NA,degree_bs,under10,47130,39,NA,3.75,Electric,700,90,3
1,6,258,3,6,1,7,1,167,51,Yes,Concerned,Concerned,often,gas,1984,female,asian,NA,degree_bs,under10,47130,39,NA,3.75,Induction,700,70,5
1,7,148,1,7,0,7,1,167,51,Yes,Concerned,Concerned,often,gas,1984,female,asian,NA,degree_bs,under10,47130,39,NA,3.75,Gas,700,70,4
1,7,260,2,7,1,7,1,167,51,Yes,Concerned,Concerned,often,gas,1984,female,asian,NA,degree_bs,under10,47130,39,NA,3.75,Electric,900,70,5
1,7,195,3,7,0,7,1,167,51,Yes,Concerned,Concerned,often,gas,1984,female,asian,NA,degree_bs,under10,47130,39,NA,3.75,Induction,1300,90,4
1,8,193,1,8,0,7,1,167,51,Yes,Concerned,Concerned,often,gas,1984,female,asian,NA,degree_bs,under10,47130,39,NA,3.75,Gas,1300,90,4
1,8,110,2,8,1,7,1,167,51,Yes,Concerned,Concerned,often,gas,1984,female,asian,NA,degree_bs,under10,47130,39,NA,3.75,Electric,500,50,4
1,8,270,3,8,0,7,1,167,51,Yes,Concerned,Concerned,often,gas,1984,female,asian,NA,degree_bs,under10,47130,39,NA,3.75,Induction,1500,70,5
2,1,214,1,9,0,13,1,235,0,Yes,Neutral,Neutral,often,"electricity, gas",1989,male,asian,NA,degree_bs,inc_20to50,19103,34,NA,4.133333333333334,Gas,1500,100,4
2,1,323,2,9,0,13,1,235,0,Yes,Neutral,Neutral,often,"electricity, gas",1989,male,asian,NA,degree_bs,inc_20to50,19103,34,NA,4.133333333333334,Electric,1500,100,5
2,1,6,3,9,1,13,1,235,0,Yes,Neutral,Neutral,often,"electricity, gas",1989,male,asian,NA,degree_bs,inc_20to50,19103,34,NA,4.133333333333334,Induction,700,50,3
2,2,16,1,10,0,13,1,235,0,Yes,Neutral,Neutral,often,"electricity, gas",1989,male,asian,NA,degree_bs,inc_20to50,19103,34,NA,4.133333333333334,Gas,1500,50,3
2,2,203,2,10,1,13,1,235,0,Yes,Neutral,Neutral,often,"electricity, gas",1989,male,asian,NA,degree_bs,inc_20to50,19103,34,NA,4.133333333333334,Electric,700,100,4
2,2,315,3,10,0,13,1,235,0,Yes,Neutral,Neutral,often,"electricity, gas",1989,male,asian,NA,degree_bs,inc_20to50,19103,34,NA,4.133333333333334,Induction,900,100,5
2,3,301,1,11,0,13,1,235,0,Yes,Neutral,Neutral,often,"electricity, gas",1989,male,asian,NA,degree_bs,inc_20to50,19103,34,NA,4.133333333333334,Gas,1300,90,5
2,3,98,2,11,0,13,1,235,0,Yes,Neutral,Neutral,often,"electricity, gas",1989,male,asian,NA,degree_bs,inc_20to50,19103,34,NA,4.133333333333334,Electric,900,100,3
2,3,30,3,11,1,13,1,235,0,Yes,Neutral,Neutral,often,"electricity, gas",1989,male,asian,NA,degree_bs,inc_20to50,19103,34,NA,4.133333333333334,Induction,1100,60,3
2,4,97,1,12,1,13,1,235,0,Yes,Neutral,Neutral,often,"electricity, gas",1989,male,asian,NA,degree_bs,inc_20to50,19103,34,NA,4.133333333333334,Gas,900,100,3
2,4,122,2,12,0,13,1,235,0,Yes,Neutral,Neutral,often,"electricity, gas",1989,male,asian,NA,degree_bs,inc_20to50,19103,34,NA,4.133333333333334,Electric,1300,50,4
2,4,207,3,12,0,13,1,235,0,Yes,Neutral,Neutral,often,"electricity, gas",1989,male,asian,NA,degree_bs,inc_20to50,19103,34,NA,4.133333333333334,Induction,900,100,4
2,5,67,1,13,0,13,1,235,0,Yes,Neutral,Neutral,often,"electricity, gas",1989,male,asian,NA,degree_bs,inc_20to50,19103,34,NA,4.133333333333334,Gas,1300,80,3
2,5,101,2,13,0,13,1,235,0,Yes,Neutral,Neutral,often,"electricity, gas",1989,male,asian,NA,degree_bs,inc_20to50,19103,34,NA,4.133333333333334,Electric,1100,100,3
2,5,204,3,13,1,13,1,235,0,Yes,Neutral,Neutral,often,"electricity, gas",1989,male,asian,NA,degree_bs,inc_20to50,19103,34,NA,4.133333333333334,Induction,700,100,4
2,6,25,1,14,0,13,1,235,0,Yes,Neutral,Neutral,often,"electricity, gas",1989,male,asian,NA,degree_bs,inc_20to50,19103,34,NA,4.133333333333334,Gas,900,60,3
2,6,191,2,14,0,13,1,235,0,Yes,Neutral,Neutral,often,"electricity, gas",1989,male,asian,NA,degree_bs,inc_20to50,19103,34,NA,4.133333333333334,Electric,1100,90,4
2,6,279,3,14,1,13,1,235,0,Yes,Neutral,Neutral,often,"electricity, gas",1989,male,asian,NA,degree_bs,inc_20to50,19103,34,NA,4.133333333333334,Induction,900,80,5
2,7,274,1,15,1,13,1,235,0,Yes,Neutral,Neutral,often,"electricity, gas",1989,male,asian,NA,degree_bs,inc_20to50,19103,34,NA,4.133333333333334,Gas,700,80,5
2,7,134,2,15,0,13,1,235,0,Yes,Neutral,Neutral,often,"electricity, gas",1989,male,asian,NA,degree_bs,inc_20to50,19103,34,NA,4.133333333333334,Electric,900,60,4
2,7,87,3,15,0,13,1,235,0,Yes,Neutral,Neutral,often,"electricity, gas",1989,male,asian,NA,degree_bs,inc_20to50,19103,34,NA,4.133333333333334,Induction,1300,90,3
2,8,82,1,16,0,13,1,235,0,Yes,Neutral,Neutral,often,"electricity, gas",1989,male,asian,NA,degree_bs,inc_20to50,19103,34,NA,4.133333333333334,Gas,1100,90,3
2,8,146,2,16,1,13,1,235,0,Yes,Neutral,Neutral,often,"electricity, gas",1989,male,asian,NA,degree_bs,inc_20to50,19103,34,NA,4.133333333333334,Electric,500,70,4
2,8,261,3,16,0,13,1,235,0,Yes,Neutral,Neutral,often,"electricity, gas",1989,male,asian,NA,degree_bs,inc_20to50,19103,34,NA,4.133333333333334,Induction,900,70,5
3,1,157,1,17,0,973,1,246,61,Yes,Neutral,Neutral,sometimes,electricity,1993,female,"white, hispanic",NA,degree_bs,inc_20to50,28372,30,NA,21.333333333333332,Gas,1300,70,4
3,1,296,2,17,0,973,1,246,61,Yes,Neutral,Neutral,sometimes,electricity,1993,female,"white, hispanic",NA,degree_bs,inc_20to50,28372,30,NA,21.333333333333332,Electric,900,90,5
3,1,303,3,17,1,973,1,246,61,Yes,Neutral,Neutral,sometimes,electricity,1993,female,"white, hispanic",NA,degree_bs,inc_20to50,28372,30,NA,21.333333333333332,Induction,1300,90,5
3,2,13,1,18,0,973,1,246,61,Yes,Neutral,Neutral,sometimes,electricity,1993,female,"white, hispanic",NA,degree_bs,inc_20to50,28372,30,NA,21.333333333333332,Gas,1300,50,3
3,2,284,2,18,0,973,1,246,61,Yes,Neutral,Neutral,sometimes,electricity,1993,female,"white, hispanic",NA,degree_bs,inc_20to50,28372,30,NA,21.333333333333332,Electric,1300,80,5
3,2,255,3,18,1,973,1,246,61,Yes,Neutral,Neutral,sometimes,electricity,1993,female,"white, hispanic",NA,degree_bs,inc_20to50,28372,30,NA,21.333333333333332,Induction,500,70,5
3,3,73,1,19,0,973,1,246,61,Yes,Neutral,Neutral,sometimes,electricity,1993,female,"white, hispanic",NA,degree_bs,inc_20to50,28372,30,NA,21.333333333333332,Gas,500,90,3
3,3,179,2,19,1,973,1,246,61,Yes,Neutral,Neutral,sometimes,electricity,1993,female,"white, hispanic",NA,degree_bs,inc_20to50,28372,30,NA,21.333333333333332,Electric,1500,80,4
3,3,216,3,19,0,973,1,246,61,Yes,Neutral,Neutral,sometimes,electricity,1993,female,"white, hispanic",NA,degree_bs,inc_20to50,28372,30,NA,21.333333333333332,Induction,1500,100,4
3,4,55,1,20,0,973,1,246,61,Yes,Neutral,Neutral,sometimes,electricity,1993,female,"white, hispanic",NA,degree_bs,inc_20to50,28372,30,NA,21.333333333333332,Gas,500,80,3
3,4,137,2,20,1,973,1,246,61,Yes,Neutral,Neutral,sometimes,electricity,1993,female,"white, hispanic",NA,degree_bs,inc_20to50,28372,30,NA,21.333333333333332,Electric,1100,60,4
3,4,186,3,20,0,973,1,246,61,Yes,Neutral,Neutral,sometimes,electricity,1993,female,"white, hispanic",NA,degree_bs,inc_20to50,28372,30,NA,21.333333333333332,Induction,700,90,4
3,5,310,1,21,0,973,1,246,61,Yes,Neutral,Neutral,sometimes,electricity,1993,female,"white, hispanic",NA,degree_bs,inc_20to50,28372,30,NA,21.333333333333332,Gas,700,100,5
3,5,32,2,21,1,973,1,246,61,Yes,Neutral,Neutral,sometimes,electricity,1993,female,"white, hispanic",NA,degree_bs,inc_20to50,28372,30,NA,21.333333333333332,Electric,1300,60,3
3,5,105,3,21,0,973,1,246,61,Yes,Neutral,Neutral,sometimes,electricity,1993,female,"white, hispanic",NA,degree_bs,inc_20to50,28372,30,NA,21.333333333333332,Induction,1300,100,3
3,6,283,1,22,0,973,1,246,61,Yes,Neutral,Neutral,sometimes,electricity,1993,female,"white, hispanic",NA,degree_bs,inc_20to50,28372,30,NA,21.333333333333332,Gas,1300,80,5
3,6,26,2,22,1,973,1,246,61,Yes,Neutral,Neutral,sometimes,electricity,1993,female,"white, hispanic",NA,degree_bs,inc_20to50,28372,30,NA,21.333333333333332,Electric,900,60,3
3,6,99,3,22,0,973,1,246,61,Yes,Neutral,Neutral,sometimes,electricity,1993,female,"white, hispanic",NA,degree_bs,inc_20to50,28372,30,NA,21.333333333333332,Induction,900,100,3
3,7,286,1,23,0,973,1,246,61,Yes,Neutral,Neutral,sometimes,electricity,1993,female,"white, hispanic",NA,degree_bs,inc_20to50,28372,30,NA,21.333333333333332,Gas,1500,80,5
3,7,152,2,23,1,973,1,246,61,Yes,Neutral,Neutral,sometimes,electricity,1993,female,"white, hispanic",NA,degree_bs,inc_20to50,28372,30,NA,21.333333333333332,Electric,900,70,4
3,7,213,3,23,0,973,1,246,61,Yes,Neutral,Neutral,sometimes,electricity,1993,female,"white, hispanic",NA,degree_bs,inc_20to50,28372,30,NA,21.333333333333332,Induction,1300,100,4
3,8,265,1,24,0,973,1,246,61,Yes,Neutral,Neutral,sometimes,electricity,1993,female,"white, hispanic",NA,degree_bs,inc_20to50,28372,30,NA,21.333333333333332,Gas,1300,70,5
3,8,281,2,24,0,973,1,246,61,Yes,Neutral,Neutral,sometimes,electricity,1993,female,"white, hispanic",NA,degree_bs,inc_20to50,28372,30,NA,21.333333333333332,Electric,1100,80,5
3,8,144,3,24,1,973,1,246,61,Yes,Neutral,Neutral,sometimes,electricity,1993,female,"white, hispanic",NA,degree_bs,inc_20to50,28372,30,NA,21.333333333333332,Induction,1500,60,4
4,1,277,1,25,0,19,1,329,356,Yes,Concerned,Neutral,sometimes,electricity,1995,female,black,NA,degree_bs,inc_50to100,77067,28,Thank you,11.733333333333333,Gas,900,80,5
4,1,320,2,25,0,19,1,329,356,Yes,Concerned,Neutral,sometimes,electricity,1995,female,black,NA,degree_bs,inc_50to100,77067,28,Thank you,11.733333333333333,Electric,1300,100,5
4,1,264,3,25,1,19,1,329,356,Yes,Concerned,Neutral,sometimes,electricity,1995,female,black,NA,degree_bs,inc_50to100,77067,28,Thank you,11.733333333333333,Induction,1100,70,5
4,2,94,1,26,1,19,1,329,356,Yes,Concerned,Neutral,sometimes,electricity,1995,female,black,NA,degree_bs,inc_50to100,77067,28,Thank you,11.733333333333333,Gas,700,100,3
4,2,173,2,26,0,19,1,329,356,Yes,Concerned,Neutral,sometimes,electricity,1995,female,black,NA,degree_bs,inc_50to100,77067,28,Thank you,11.733333333333333,Electric,1100,80,4
4,2,267,3,26,0,19,1,329,356,Yes,Concerned,Neutral,sometimes,electricity,1995,female,black,NA,degree_bs,inc_50to100,77067,28,Thank you,11.733333333333333,Induction,1300,70,5
4,3,175,1,27,0,19,1,329,356,Yes,Concerned,Neutral,sometimes,electricity,1995,female,black,NA,degree_bs,inc_50to100,77067,28,Thank you,11.733333333333333,Gas,1300,80,4
